image_name,points
spsludhiana_micuiithirdfloor_mon--MII07_2022_6_8_1_9_3.jpeg,"[491,68,1000,69,996,438,484,446]"
medicakolkata_ccu1_mon--8_2022_6_20_18_1_0.jpeg,"[276,49,832,41,839,472,280,476]"
spsludhiana_micuiithirdfloor_mon--MII06_2022_6_20_15_8_36.jpeg,"[371,132,957,177,940,568,358,514]"
medicakolkata_ccu3_mon--5_2022_6_8_13_3_6.jpeg,"[477,208,1011,191,998,519,468,539]"
medicakolkata_ccu1_mon--9_2022_6_20_23_1_34.jpeg,"[409,178,883,140,886,560,413,610]"
medicakolkata_ccu2_mon--5_2022_5_18_2_5_39_a1.jpeg,"[168,199,715,190,737,604,187,611]"
hcgnagpur_icu_mon--7_2022_6_20_6_30_58_a1.jpeg,"[535,257,871,245,856,489,521,512]"
medicakolkata_ccu1_mon--8_2022_5_30_2_1_12_a1.jpeg,"[318,145,897,164,896,580,322,560]"
medicakolkata_rcu_mon--9_2022_5_30_17_5_52.jpeg,"[636,198,981,202,979,451,641,443]"
medicakolkata_ccu1_mon--10_2022_5_18_21_1_54.jpeg,"[340,173,840,167,858,580,357,579]"
medicakolkata_ccu3_mon--5_2022_5_30_1_3_3.jpeg,"[351,230,892,230,890,545,353,549]"
medicakolkata_ccu2_mon--10_2022_6_8_22_7_59_a1.jpeg,"[566,239,977,229,1043,500,620,493]"
medicakolkata_ccu3_mon--5_2022_5_18_5_3_0.jpeg,"[376,193,916,206,913,532,374,522]"
medicakolkata_ccu3_mon--6_2022_6_8_17_3_20.jpeg,"[332,158,861,203,844,599,314,550]"
medicakolkata_ccu3_mon--1_2022_5_30_1_2_15.jpeg,"[579,334,961,279,895,563,518,651]"
medicasiliguri_icu_mon--7_2022_6_20_19_15_13.jpeg,"[217,49,724,8,732,398,225,425]"
medicakolkata_mau_mon--6_2022_5_18_22_9_14.jpeg,"[274,87,869,64,887,500,296,523]"
medicakolkata_ccu3_mon--3_2022_5_30_17_3_2.jpeg,"[370,254,875,236,911,570,408,588]"
medicakolkata_ccu2_mon--10_2022_6_8_13_7_49.jpeg,"[407,223,768,210,664,494,315,524]"
medicakolkata_ccu2_mon--4_2022_6_20_15_4_21.jpeg,"[302,143,793,152,786,506,297,502]"
medicakolkata_ccu1_mon--3_2022_6_8_11_0_13.jpeg,"[370,163,844,199,842,597,370,547]"
medicakolkata_ccu1_mon--9_2022_6_8_17_1_28.jpeg,"[188,180,760,156,773,582,203,612]"
medicakolkata_ccu3_mon--2_2022_5_30_9_2_38.jpeg,"[464,196,1002,198,967,558,438,565]"
medicakolkata_ccu3_mon--1_2022_6_8_20_2_19.jpeg,"[536,209,935,183,866,513,471,552]"
medicakolkata_mau_mon--5_2022_5_30_6_7_25_a1.jpeg,"[609,215,1020,288,1024,581,600,505]"
medicakolkata_ccu2_mon--2_2022_5_18_2_5_4.jpeg,"[236,77,722,100,735,458,251,432]"
medicakolkata_ccu2_mon--3_2022_6_8_20_5_56.jpeg,"[347,108,743,151,749,521,353,464]"
medicakolkata_ccu2_mon--6_2022_6_8_2_7_0.jpeg,"[544,196,979,194,950,512,513,516]"
kamalnayanbajaj_micu_mon--22_2022_6_20_6_47_47.jpeg,"[510,166,1015,123,1003,522,506,579]"
medicakolkata_ccu1_mon--9_2022_6_20_15_1_22.jpeg,"[280,174,822,146,842,574,300,609]"
medicakolkata_ccu1_mon--11_2022_6_8_23_2_5.jpeg,"[448,167,892,173,922,620,479,602]"
medicakolkata_ccu3_mon--5_2022_6_20_15_2_10.jpeg,"[495,190,1027,173,1024,514,494,531]"
medicakolkata_mau_mon--4_2022_5_18_2_6_18.jpeg,"[230,279,728,275,740,616,246,616]"
medicakolkata_mau_mon--4_2022_5_18_21_7_35.jpeg,"[277,278,784,275,796,612,299,617]"
medicakolkata_ccu1_mon--9_2022_6_8_12_1_28_a1.jpeg,"[553,161,1108,169,1085,594,530,588]"
medicakolkata_ccu3_mon--6_2022_6_8_18_3_31.jpeg,"[156,126,608,182,626,571,162,506]"
medicakolkata_ccu2_mon--9_2022_5_30_7_7_1_a1.jpeg,"[396,140,887,153,857,508,371,498]"
medicakolkata_ccu2_mon--2_2022_5_18_11_5_54.jpeg,"[235,76,721,99,734,455,251,430]"
medicakolkata_mau_mon--8_2022_5_18_17_7_59.jpeg,"[409,216,967,221,964,555,406,548]"
medicakolkata_ccu2_mon--4_2022_6_20_15_4_21_a1.jpeg,"[498,155,987,137,992,500,501,517]"
medicakolkata_rcu_mon--3_2022_5_30_2_4_27.jpeg,"[483,179,777,186,770,395,480,399]"
medicakolkata_ccu2_mon--7_2022_5_30_6_6_37.jpeg,"[529,160,916,158,885,475,498,479]"
spsludhiana_micuiithirdfloor_mon--MII06_2022_6_8_8_8_51_a1.jpeg,"[305,151,867,127,848,513,294,545]"
kamalnayanbajaj_micu_mon--21_2022_6_20_7_47_33.jpeg,"[264,91,788,170,793,581,279,493]"
medicasiliguri_ccu_mon--1_2022_6_20_9_15_14.jpeg,"[353,136,727,135,719,415,348,412]"
medicakolkata_ccu3_mon--5_2022_5_18_8_3_12.jpeg,"[375,192,916,206,912,538,373,525]"
medicakolkata_ccu1_mon--9_2022_6_8_12_1_28.jpeg,"[189,180,761,156,772,582,203,612]"
medicakolkata_mau_mon--6_2022_5_18_17_9_15.jpeg,"[271,85,868,64,887,501,293,521]"
medicakolkata_ccu2_mon--4_2022_5_18_17_6_43.jpeg,"[218,164,693,188,709,537,239,510]"
medicakolkata_mau_mon--1_2022_5_30_10_8_28.jpeg,"[438,230,891,230,866,595,415,599]"
medicakolkata_ccu2_mon--3_2022_5_30_17_6_30.jpeg,"[352,112,762,151,768,521,358,469]"
medicakolkata_ccu2_mon--6_2022_6_20_8_4_32.jpeg,"[229,82,659,104,679,426,248,399]"
medicakolkata_ccu1_mon--10_2022_5_30_3_1_47.jpeg,"[297,181,778,172,793,572,318,578]"
spsludhiana_micuiithirdfloor_mon--MII06_2022_6_8_8_8_51.jpeg,"[417,123,988,160,982,549,413,504]"
medicakolkata_ccu1_mon--7_2022_6_8_16_1_16.jpeg,"[464,187,854,189,854,472,467,470]"
medicakolkata_rcu_mon--9_2022_5_18_21_5_51_a1.jpeg,"[357,198,704,192,694,450,348,457]"
medicakolkata_ccu3_mon--1_2022_5_18_23_2_35.jpeg,"[378,145,831,127,823,483,376,498]"
medicakolkata_ccu1_mon--3_2022_6_8_1_0_26.jpeg,"[512,180,1053,200,1038,590,504,568]"
medicakolkata_ccu3_mon--2_2022_5_30_15_2_38.jpeg,"[415,196,963,198,942,566,399,568]"
medicakolkata_mau_mon--4_2022_5_18_13_7_11.jpeg,"[340,258,835,260,839,603,345,597]"
medicakolkata_ccu2_mon--8_2022_5_18_21_7_21.jpeg,"[320,203,806,180,821,532,339,561]"
medicakolkata_ccu3_mon--5_2022_6_20_6_1_47.jpeg,"[437,197,983,184,978,519,433,527]"
spsludhiana_micuiithirdfloor_mon--MII08_2022_5_30_4_9_10_a1.jpeg,"[449,295,813,295,814,534,451,544]"
medicakolkata_ccu2_mon--2_2022_5_18_11_5_54_a1.jpeg,"[589,74,1040,73,1010,441,552,453]"
medicakolkata_ccu2_mon--2_2022_5_18_0_5_17.jpeg,"[233,76,718,99,731,457,248,431]"
kamalnayanbajaj_micu_mon--14_2022_6_20_1_46_26.jpeg,"[401,240,770,208,764,474,407,502]"
medicakolkata_ccu2_mon--6_2022_6_8_11_7_14.jpeg,"[402,187,861,199,847,520,387,509]"
medicakolkata_ccu3_mon--5_2022_6_20_16_2_15.jpeg,"[498,190,1027,174,1024,513,495,530]"
medicakolkata_ccu3_mon--5_2022_6_20_2_1_47.jpeg,"[435,200,980,184,976,515,433,526]"
medicakolkata_ccu2_mon--2_2022_6_8_6_6_2.jpeg,"[309,79,810,95,817,453,320,437]"
medicakolkata_ccu3_mon--6_2022_5_30_14_3_38.jpeg,"[355,164,886,209,856,599,328,552]"
hcgnagpur_icu_mon--1_2022_6_20_20_30_1.jpeg,"[388,162,826,145,826,472,392,493]"
medicakolkata_mau_mon--9_2022_6_20_23_7_28.jpeg,"[367,219,815,209,835,556,385,550]"
medicakolkata_mau_mon--1_2022_5_30_5_8_15.jpeg,"[406,229,874,230,847,597,379,596]"
medicakolkata_ccu2_mon--4_2022_6_20_2_3_58.jpeg,"[206,134,691,149,696,511,213,494]"
medicakolkata_ccu2_mon--7_2022_5_30_22_6_42.jpeg,"[367,160,794,169,785,484,357,480]"
hcgnagpur_icu_mon--4_2022_6_20_19_30_37.jpeg,"[333,378,634,375,633,596,334,600]"
hcgnagpur_icu_mon--5_2022_6_20_6_30_35_a1.jpeg,"[675,183,1017,196,938,430,597,433]"
medicakolkata_ccu2_mon--8_2022_5_30_1_6_33.jpeg,"[342,194,825,168,841,523,360,553]"
spsludhiana_micuiithirdfloor_mon--MII06_2022_6_20_3_8_47.jpeg,"[375,134,961,181,941,574,359,518]"
medicakolkata_ccu3_mon--1_2022_5_30_1_2_15_a1.jpeg,"[355,292,722,309,724,602,363,591]"
medicakolkata_ccu2_mon--1_2022_6_20_23_5_19.jpeg,"[536,213,942,180,884,501,485,544]"
medicakolkata_ccu1_mon--7_2022_6_8_18_1_15.jpeg,"[465,187,858,188,858,471,468,471]"
medicakolkata_mau_mon--9_2022_6_20_17_6_21.jpeg,"[594,167,1099,159,1116,486,608,501]"
medicakolkata_ccu3_mon--5_2022_5_30_12_3_14_a1.jpeg,"[331,156,838,147,849,491,337,509]"
hcgnagpur_icu_mon--8_2022_5_18_23_30_52.jpeg,"[445,177,827,180,810,514,429,519]"
medicakolkata_mau_mon--5_2022_5_30_6_7_25.jpeg,"[261,266,686,274,713,618,285,605]"
medicakolkata_ccu1_mon--7_2022_6_8_11_1_16.jpeg,"[464,187,854,190,854,472,466,470]"
medicakolkata_ccu2_mon--4_2022_5_18_20_6_42_a1.jpeg,"[295,166,740,178,769,534,325,515]"
medicakolkata_ccu3_mon--2_2022_5_18_2_2_9.jpeg,"[348,191,899,201,898,565,353,557]"
medicakolkata_ccu2_mon--4_2022_5_18_2_5_27.jpeg,"[215,165,691,190,708,536,236,509]"
medicakolkata_ccu3_mon--5_2022_5_18_19_3_26.jpeg,"[391,191,933,207,924,533,381,519]"
medicakolkata_ccu2_mon--9_2022_5_30_7_7_1.jpeg,"[394,151,893,135,913,496,417,509]"
hcgnagpur_icu_mon--7_2022_6_20_6_30_58.jpeg,"[402,245,714,256,722,510,407,492]"
medicasiliguri_ccu_mon--1_2022_5_18_14_15_42.jpeg,"[520,298,691,294,684,429,513,436]"
hcgnagpur_icu_mon--5_2022_6_20_6_30_35.jpeg,"[275,178,583,186,587,423,283,418]"
medicakolkata_ccu2_mon--10_2022_6_8_22_7_59.jpeg,"[313,228,716,225,637,504,243,521]"
medicakolkata_rcu_mon--10_2022_5_30_18_6_6.jpeg,"[424,173,743,181,771,465,454,440]"
medicakolkata_ccu3_mon--1_2022_6_20_23_1_58.jpeg,"[517,159,897,130,856,481,475,519]"
medicakolkata_rcu_mon--10_2022_5_30_15_5_53.jpeg,"[432,174,744,187,767,468,457,439]"
medicakolkata_ccu3_mon--1_2022_6_8_13_2_17.jpeg,"[528,209,934,184,864,513,464,551]"
medicakolkata_ccu3_mon--4_2022_5_30_7_2_48.jpeg,"[389,144,898,142,881,499,377,503]"
medicakolkata_ccu2_mon--4_2022_6_8_14_6_38.jpeg,"[486,131,950,120,925,473,456,491]"
medicakolkata_ccu1_mon--10_2022_5_18_20_1_55_a1.jpeg,"[453,170,937,148,931,556,452,578]"
medicakolkata_ccu2_mon--4_2022_5_18_0_5_40_a1.jpeg,"[566,185,1073,177,1091,512,577,520]"
medicakolkata_ccu3_mon--1_2022_6_20_8_1_34.jpeg,"[556,155,912,117,868,470,505,515]"
spsludhiana_micuiithirdfloor_mon--MII07_2022_6_20_18_8_48.jpeg,"[425,91,989,91,979,463,414,471]"
medicakolkata_ccu1_mon--7_2022_6_8_11_1_16_a1.jpeg,"[427,185,808,192,813,477,430,465]"
medicakolkata_mau_mon--2_2022_5_30_3_8_16.jpeg,"[464,167,890,171,884,482,459,479]"
medicakolkata_ccu1_mon--3_2022_6_20_15_0_24.jpeg,"[458,142,985,165,968,565,443,540]"
spsludhiana_micuiithirdfloor_mon--MII06_2022_6_20_5_8_47.jpeg,"[374,134,961,180,941,573,359,517]"
medicakolkata_ccu3_mon--8_2022_6_8_23_4_0.jpeg,"[374,148,984,191,933,610,330,569]"
medicakolkata_ccu2_mon--9_2022_5_30_12_7_17.jpeg,"[393,151,891,134,913,494,417,508]"
medicasiliguri_icu_mon--6_2022_6_8_18_15_26.jpeg,"[376,111,695,60,722,292,409,343]"
medicakolkata_ccu2_mon--10_2022_6_8_1_7_47_a1.jpeg,"[542,211,912,214,956,501,582,480]"
kamalnayanbajaj_micu_mon--22_2022_6_20_11_47_45.jpeg,"[413,157,964,141,957,545,413,573]"
medicakolkata_ccu3_mon--6_2022_6_8_2_3_19.jpeg,"[289,152,814,202,787,592,267,539]"
medicakolkata_mau_mon--4_2022_5_18_2_6_18_a1.jpeg,"[524,283,1006,305,1019,631,553,613]"
medicakolkata_ccu3_mon--6_2022_5_18_7_3_27.jpeg,"[300,137,826,182,797,574,273,526]"
hcgnagpur_icu_mon--3_2022_5_18_3_30_28.jpeg,"[256,139,679,143,684,447,270,448]"
medicakolkata_mau_mon--8_2022_5_18_12_7_35.jpeg,"[383,216,942,221,934,548,377,549]"
medicakolkata_mau_mon--4_2022_5_18_12_7_11.jpeg,"[230,279,730,273,742,613,247,617]"
medicakolkata_ccu1_mon--10_2022_5_18_11_1_55_a1.jpeg,"[446,171,934,151,931,559,447,578]"
medicakolkata_ccu1_mon--7_2022_6_8_1_1_30.jpeg,"[464,187,853,190,854,472,467,470]"
medicakolkata_ccu2_mon--5_2022_5_18_19_7_10.jpeg,"[431,183,1004,210,1008,621,435,598]"
medicakolkata_rcu_mon--4_2022_6_20_12_2_48.jpeg,"[571,276,778,286,794,460,586,449]"
medicakolkata_ccu3_mon--5_2022_6_8_5_2_54.jpeg,"[479,211,1007,188,997,516,472,539]"
medicakolkata_ccu1_mon--10_2022_6_8_21_1_53.jpeg,"[395,191,931,174,949,588,414,603]"
medicasiliguri_ccu_mon--1_2022_5_18_9_15_41.jpeg,"[531,297,700,297,692,434,523,439]"
kamalnayanbajaj_micu_mon--19_2022_6_20_6_47_23.jpeg,"[442,172,1023,178,1019,607,443,603]"
medicakolkata_ccu2_mon--5_2022_6_20_22_5_8.jpeg,"[227,163,764,214,774,626,236,572]"
spsludhiana_micuiithirdfloor_mon--MII06_2022_6_20_2_8_48.jpeg,"[374,127,960,175,943,569,361,511]"
medicakolkata_ccu1_mon--10_2022_6_8_9_1_40.jpeg,"[291,181,737,187,758,597,313,584]"
medicakolkata_ccu3_mon--5_2022_5_30_12_3_14.jpeg,"[435,160,965,150,967,492,436,501]"
medicakolkata_ccu1_mon--3_2022_6_20_22_0_24.jpeg,"[463,142,990,167,973,569,447,542]"
medicakolkata_ccu2_mon--3_2022_5_30_5_6_5.jpeg,"[374,137,857,159,857,527,376,500]"
medicasiliguri_icu_mon--6_2022_6_8_17_15_38.jpeg,"[373,109,693,61,718,294,403,340]"
medicakolkata_rcu_mon--4_2022_5_18_4_4_21.jpeg,"[597,280,833,280,843,463,605,463]"
medicasiliguri_icu_mon--7_2022_5_18_3_15_28.jpeg,"[480,313,720,302,718,499,476,517]"
spsludhiana_micuiithirdfloor_mon--MII06_2022_6_8_9_8_50_a1.jpeg,"[307,144,867,127,850,517,295,540]"
medicakolkata_ccu2_mon--6_2022_6_8_19_6_57.jpeg,"[496,190,944,196,920,514,473,514]"
